allkcats1	allkcats2	allkcats3	allkcats4	allkcats5
EC3.1.1.1	ethyl butyrate	sus scrofa	551	brenda
EC3.1.1.1	ethyl butyrylacetate	rhodobacter sphaeroides	0.79	brenda
EC3.1.1.1	ethylbutyrate	equus caballus	4.4	brenda
EC3.1.1.1	fenvalerate	klebsiella sp.	0.103	brenda
EC3.1.1.1	fluorescein diacetate	pseudomonas aeruginosa pao1	170	brenda
EC3.1.1.1	fluorescein diacetate	pseudomonas aeruginosa	170	brenda
EC3.1.1.1	indoxyl acetate	rhodobacter sphaeroides	2.3	brenda
EC3.1.1.1	irinotecan	sus scrofa	0.01	brenda
EC3.1.1.1	isobutyl 4-nitrophenyl methylphosphonate	rhodobacter sphaeroides	8	brenda
EC3.1.1.1	isopropyl 4-nitrophenyl methylphosphonate	rhodobacter sphaeroides	3.1	brenda
EC3.1.1.1	l-phenylalanine butyl ester	sus scrofa	0.08	brenda
EC3.1.1.1	l-phenylalanine ethyl ester	sus scrofa	63.6233333	sabiork
EC3.1.1.1	l-tyr ethyl ester	sus scrofa	71	brenda
EC3.1.1.1	m-nitrophenyl butyrate	sus scrofa	345	brenda
EC3.1.1.1	malathion	klebsiella sp.	0.07	brenda
EC3.1.1.1	malathion	tribolium castaneum	13	brenda
EC3.1.1.1	methyl butyrate	equus caballus	286	brenda
EC3.1.1.1	methyl butyrate	galeocerdo cuvier	10	brenda
EC3.1.1.1	methyl butyrate	gallus gallus	261	brenda
EC3.1.1.1	methyl butyrate	ovis aries	454	brenda
EC3.1.1.1	methyl paraoxon	rhodobacter sphaeroides	2.1	brenda
EC3.1.1.1	n-acetyl l-phenylalanine ethyl ester	sus scrofa	0.45	brenda
EC3.1.1.1	n-acetyl-l-ala-1-naphthyl ester	homo sapiens	651	brenda
EC3.1.1.1	o-nitrophenyl butyrate	galeocerdo cuvier	323	brenda
EC3.1.1.1	o-nitrophenyl butyrate	ovis aries	366	brenda
EC3.1.1.1	o-nitrophenyl butyrate	sus scrofa	348	brenda
EC3.1.1.1	p-nitrophenyl acetate	escherichia coli	18.5	brenda
EC3.1.1.1	p-nitrophenyl acetate	homo sapiens	70	brenda
EC3.1.1.1	p-nitrophenyl acetate	klebsiella sp.	81	brenda
EC3.1.1.1	p-nitrophenyl acetate	pseudomonas aeruginosa pao1	6400	brenda
EC3.1.1.1	p-nitrophenyl acetate	thermotoga maritima	50	brenda
EC3.1.1.1	p-nitrophenyl butanoate	thermotoga maritima	14	brenda
EC3.1.1.1	p-nitrophenyl butyrate	escherichia coli	6.1	brenda
EC3.1.1.1	p-nitrophenyl butyrate	galeocerdo cuvier	401	brenda
EC3.1.1.1	p-nitrophenyl butyrate	gallus gallus	51.7	brenda
EC3.1.1.1	p-nitrophenyl butyrate	pseudomonas aeruginosa pao1	1700	brenda
EC3.1.1.1	p-nitrophenyl butyrate	sus scrofa	367	brenda
EC3.1.1.1	p-nitrophenyl caproate	escherichia coli	4	brenda
EC3.1.1.1	p-nitrophenyl caproate	geobacillus stearothermophilus	39760	brenda
EC3.1.1.1	p-nitrophenyl caprylate	thermotoga maritima	13	brenda
EC3.1.1.1	p-nitrophenyl decanoate	thermotoga maritima	10.8	brenda
EC3.1.1.1	p-nitrophenyl hexanoate	alicyclobacillus acidocaldarius	4320	brenda
EC3.1.1.1	p-nitrophenyl hexanoate	saccharolobus solfataricus	2.47	brenda
EC3.1.1.1	p-nitrophenyl laurate	escherichia coli	1.5	brenda
EC3.1.1.1	p-nitrophenyl myristate	thermotoga maritima	4.9	brenda
EC3.1.1.1	p-nitrophenyl propionate	escherichia coli	13.1	brenda
EC3.1.1.1	palmitoyl-coa	escherichia coli	0.1	brenda
EC3.1.1.1	paraoxon	rhodobacter sphaeroides	1.3	brenda
EC3.1.1.1	phenyl acetate	bos taurus	300	brenda
EC3.1.1.1	phenyl acetate	equus caballus	156	brenda
EC3.1.1.1	phenyl acetate	paenarthrobacter nitroguajacolicus	550	brenda
EC3.1.1.1	phenyl acetate	rhodobacter sphaeroides	30	brenda
EC3.1.1.1	phenyl acetate	sus scrofa	380	brenda
EC3.1.1.1	phenyl butyrate	equus caballus	205	brenda
EC3.1.1.1	phenyl butyrate	galeocerdo cuvier	661	brenda
EC3.1.1.1	phenyl butyrate	gallus gallus	476	brenda
EC3.1.1.1	phenyl butyrate	ovis aries	565	brenda
EC3.1.1.1	phenyl butyrate	sus scrofa	520	brenda
EC3.1.1.1	phenyl formate	equus caballus	3100	brenda
EC3.1.1.1	phenyl formate	sus scrofa	660	brenda
EC3.1.1.1	phenyl pentanoate	equus caballus	263	brenda
EC3.1.1.1	phenyl pentanoate	sus scrofa	860	brenda
EC3.1.1.1	phenyl pivalate	equus caballus	9.7	brenda
EC3.1.1.1	phenyl trimethyl acetate	bos taurus	6.5	brenda
EC3.1.1.1	phenylbutyrate	equus caballus	3.5	brenda
EC3.1.1.1	phenylthioacetate	equus caballus	5	brenda
EC3.1.1.1	phenylthiobutyrate	equus caballus	4.4	brenda
EC3.1.1.1	phenylthioisobutyrate	equus caballus	3.7	brenda
EC3.1.1.1	phenylthiopentanoate	equus caballus	4.6	brenda
EC3.1.1.1	phenylthiopropionate	equus caballus	8.9	brenda
EC3.1.1.1	retinyl palmitate	rattus norvegicus	0.0075	brenda
EC3.1.1.1	trans-permethrin	bacillus subtilis	2.9	brenda
EC3.1.1.1	trans-permethrin	klebsiella sp.	1.14	brenda
EC3.1.1.1	triacetin	alicyclobacillus acidocaldarius	945	brenda
EC3.1.1.1	triacetin	archaeoglobus fulgidus	40	brenda
EC3.1.1.1	triacetin	ferroplasma acidiphilum	47	brenda
EC3.1.1.1	tributyrin	alicyclobacillus acidocaldarius	1290	brenda
EC3.1.1.1	tributyrin	archaeoglobus fulgidus	95	brenda
EC3.1.1.1	tributyrin	ferroplasma acidiphilum	23	brenda
EC3.1.1.1	tributyrin	homo sapiens	18	brenda
EC3.1.1.1	tripropionin	alicyclobacillus acidocaldarius	835	brenda
EC3.1.1.1	tripropionin	archaeoglobus fulgidus	110	brenda
EC3.1.1.1	tripropionin	ferroplasma acidiphilum	44	brenda
EC3.1.1.1	tripropionin	homo sapiens	7	brenda
EC3.1.1.1	vinyl acetate	alicyclobacillus acidocaldarius	110	brenda
EC3.1.1.1	vinyl acetate	archaeoglobus fulgidus	50	brenda
EC3.1.1.1	vinyl acetate	homo sapiens	140	brenda
EC3.1.1.1	vinyl butanoate	alicyclobacillus acidocaldarius	1930	brenda
EC3.1.1.1	vinyl butanoate	archaeoglobus fulgidus	210	brenda
EC3.1.1.1	vinyl butanoate	homo sapiens	210	brenda
EC3.1.1.1	vinyl laurate	homo sapiens	31	brenda
EC3.1.1.1	vinyl propionate	alicyclobacillus acidocaldarius	980	brenda
EC3.1.1.1	vinyl propionate	archaeoglobus fulgidus	200	brenda
EC3.1.1.1	vinyl propionate	homo sapiens	105	brenda
EC3.1.1.10	atropine	oryctolagus cuniculus	68	brenda
EC3.1.1.10	butyrylcholine	oryctolagus cuniculus	1930	brenda
EC3.1.1.101	4-nitrophenyl butanoate	thermomonospora curvata	12.4	brenda
EC3.1.1.102	bis(2-hydroxyethyl) terephthalic acid	thermobifida fusca	26.8	brenda
EC3.1.1.102	ethylene terephthalate	ideonella sakaiensis	31	brenda
EC3.1.1.102	ethylene terephthalate	thermobifida fusca	0.31	brenda
EC3.1.1.11	citrus pectin	penicillium oxalicum	47.6	brenda
EC3.1.1.11	pectin	dickeya chrysanthemi	450	brenda
EC3.1.1.13	4-nitrophenyl butyrate	candida cylindracea	63330	brenda
EC3.1.1.13	4-nitrophenyl butyrate	ophiostoma piceae	44	brenda
EC3.1.1.13	4-nitrophenyl butyrate	sus scrofa	650	brenda
EC3.1.1.13	4-nitrophenyl laurate	streptomyces avermitilis	2.56	brenda
EC3.1.1.13	4-nitrophenyl laurate	streptomyces griseus	3.43	brenda
EC3.1.1.13	4-nitrophenyl myristate	streptomyces avermitilis	2.52	brenda
EC3.1.1.13	4-nitrophenyl myristate	streptomyces griseus	3.86	brenda
EC3.1.1.13	4-nitrophenyl palmitate	ophiostoma piceae	74	brenda
EC3.1.1.13	4-nitrophenyl palmitate	streptomyces avermitilis	1.44	brenda
EC3.1.1.13	4-nitrophenyl palmitate	streptomyces griseus	1.73	brenda
EC3.1.1.13	cholesteryl acetate	streptomyces sp.	110	brenda
EC3.1.1.13	cholesteryl butyrate	ophiostoma piceae	47	brenda
EC3.1.1.13	cholesteryl linoleate	ophiostoma piceae	150	brenda
EC3.1.1.13	cholesteryl linoleate	streptomyces avermitilis	24.7	brenda
EC3.1.1.13	cholesteryl linoleate	streptomyces griseus	25.6	brenda
EC3.1.1.13	cholesteryl linoleate	streptomyces sp.	31.2	brenda
EC3.1.1.13	cholesteryl myristate	streptomyces avermitilis	12.4	brenda
EC3.1.1.13	cholesteryl myristate	streptomyces griseus	13.3	brenda
EC3.1.1.13	cholesteryl myristate	streptomyces sp.	23.5	brenda
EC3.1.1.13	cholesteryl oleate	ophiostoma piceae	138	brenda
EC3.1.1.13	cholesteryl oleate	sus scrofa	0.35	brenda
EC3.1.1.13	cholesteryl palmitate	ophiostoma piceae	67	brenda
EC3.1.1.13	cholesteryl palmitate	streptomyces avermitilis	15.7	brenda
EC3.1.1.13	cholesteryl palmitate	streptomyces sp.	96.7	brenda
EC3.1.1.13	cholesteryl stearate	ophiostoma piceae	71	brenda
EC3.1.1.13	cholesteryl stearate	streptomyces griseus	23.3	brenda
EC3.1.1.13	cholesteryl stearate	streptomyces sp.	70.8	brenda
EC3.1.1.13	p-nitrophenyl laurate	streptomyces sp.	1.4	brenda
EC3.1.1.13	p-nitrophenyl myristate	streptomyces sp.	4.5	brenda
EC3.1.1.13	p-nitrophenyl palmitate	streptomyces sp.	2.9	brenda
EC3.1.1.13	p-nitrophenylacetate	sus scrofa	1.07	brenda
EC3.1.1.13	tributyrin	ophiostoma piceae	179	brenda
EC3.1.1.13	triolein	ophiostoma piceae	290	brenda
EC3.1.1.14	4-nitrophenyl decanoate	triticum aestivum	9.43	brenda
EC3.1.1.14	chlorophyll a	brassica oleracea	0.072	brenda
EC3.1.1.14	chlorophyll b	brassica oleracea	0.072	brenda
EC3.1.1.14	chlorophyll	triticum aestivum	566	brenda
EC3.1.1.14	p-nitrophenyl butyrate	triticum aestivum	10.3	brenda
EC3.1.1.14	p-nitrophenyl decanoate	triticum aestivum	0.52	brenda
EC3.1.1.14	p-nitrophenyl palmitate	triticum aestivum	0.2	brenda
EC3.1.1.14	pheophorbide a methyl ester	brassica oleracea	0.259	brenda
EC3.1.1.17	d-glucono-1,5-lactone	euglena gracilis	192	brenda
EC3.1.1.17	d-gulono-1,5-lactone	euglena gracilis	160	brenda
EC3.1.1.17	l-galactonic acid	euglena gracilis	615	brenda
EC3.1.1.17	l-galactono-1,4-lactone	euglena gracilis	450	brenda
EC3.1.1.17	l-gulonic acid	euglena gracilis	1503	brenda
EC3.1.1.17	l-gulono-1,4-lactone	euglena gracilis	1040	brenda
EC3.1.1.2	1-phenylvinyl acetate	homo sapiens	1	brenda
EC3.1.1.2	2,2,2-trifluoroethyl acetate	homo sapiens	4	brenda
EC3.1.1.2	2,2-difluoroethyl acetate	homo sapiens	0.82	brenda
EC3.1.1.2	2,3-difluorophenyl acetate	homo sapiens	403	brenda
EC3.1.1.2	2,4-difluorophenyl acetate	homo sapiens	334	brenda
EC3.1.1.2	2,6-difluorophenyl acetate	homo sapiens	145	brenda
EC3.1.1.2	2-fluoroethyl acetate	homo sapiens	0.5	brenda
EC3.1.1.2	2-fluorophenyl acetate	homo sapiens	431	brenda
EC3.1.1.2	2-naphthyl acetate	gluconobacter oxydans	55.2	brenda
EC3.1.1.2	2-naphthyl acetate	homo sapiens	26.25	brenda
EC3.1.1.2	2-naphthyl acetate	mus musculus	2.12	brenda
EC3.1.1.2	2-naphthyl acetate	oryctolagus cuniculus	0.66	brenda
EC3.1.1.2	2-naphthyl butanoate	gluconobacter oxydans	7	brenda
EC3.1.1.2	3,4-dimethyl phenyl acetate	homo sapiens	51	brenda
EC3.1.1.2	3-cyanophenyl acetate	homo sapiens	125	brenda
EC3.1.1.2	3-fluorophenyl acetate	homo sapiens	571	brenda
EC3.1.1.2	3-naphthyl acetate	gluconobacter oxydans	99	brenda
EC3.1.1.2	3-naphthyl butanoate	gluconobacter oxydans	16.4	brenda
EC3.1.1.2	3-nitrophenyl acetate	homo sapiens	59	brenda
EC3.1.1.2	4-acetoxy methyl benzoate	homo sapiens	14	brenda
EC3.1.1.2	4-acetoxyacetophenone	homo sapiens	13	brenda
EC3.1.1.2	4-acetoxybenzaldehyde	homo sapiens	26	brenda
EC3.1.1.2	4-chlorophenyl acetate	homo sapiens	117	brenda
EC3.1.1.2	4-cyanophenyl acetate	homo sapiens	23	brenda
EC3.1.1.2	4-diethyl phosphate methyl benzoate	homo sapiens	0.244	brenda
EC3.1.1.2	4-nitrophenyl acetate	gluconobacter oxydans	185	brenda
EC3.1.1.2	4-nitrophenyl acetate	homo sapiens	2500	brenda
EC3.1.1.2	4-nitrophenyl acetate	oryctolagus cuniculus	2500	brenda
EC3.1.1.2	4-nitrophenyl acetate	sulfolobus acidocaldarius	0.13	brenda
EC3.1.1.2	4-nitrophenyl acetate	sulfolobus islandicus	0.2	brenda
EC3.1.1.2	4-nitrophenyl acetate	vulcanisaeta moutnovskia	1.66	brenda
EC3.1.1.2	4-nitrophenyl butanoate	gluconobacter oxydans	97.2	brenda
EC3.1.1.2	4-nitrophenyl butyrate	saccharolobus solfataricus	285	brenda
EC3.1.1.2	4-nitrophenyl caprate	saccharolobus solfataricus	341	brenda
EC3.1.1.2	4-nitrophenyl caproate	saccharolobus solfataricus	467	brenda
EC3.1.1.2	4-nitrophenyl caprylate	saccharolobus solfataricus	410	brenda
EC3.1.1.2	4-nitrophenyl laurate	saccharolobus solfataricus	264	brenda
EC3.1.1.2	4-nitrophenyl palmitate	saccharolobus solfataricus	265	brenda
EC3.1.1.2	4-nitrophenyl phosphate	saccharolobus solfataricus	269	brenda
EC3.1.1.2	alpha-naphthyl acetate	saccharolobus solfataricus	450	brenda
EC3.1.1.2	benzyl acetate	homo sapiens	0.02	brenda
EC3.1.1.2	butyl acetate	homo sapiens	0.27	brenda
EC3.1.1.2	ethyl acetate	homo sapiens	0.242	brenda
EC3.1.1.2	naphthalen-2-yl acetate	homo sapiens	18	brenda
EC3.1.1.2	p-tolyl acetate	homo sapiens	68	brenda
EC3.1.1.2	phenyl acetate	gluconobacter oxydans	231	brenda
EC3.1.1.2	phenyl acetate	homo sapiens	4778	brenda
EC3.1.1.2	phenyl acetate	saccharolobus solfataricus	521	brenda
EC3.1.1.2	phenyl acetate	sulfolobus acidocaldarius	0.35	brenda
EC3.1.1.2	propyl acetate	homo sapiens	0.4	brenda
EC3.1.1.2	s-methyl thiobutanoate	gluconobacter oxydans	20	brenda
EC3.1.1.20	catechin gallate	aspergillus oryzae	79.8	brenda
EC3.1.1.20	catechin gallate	lactobacillus paraplantarum	8.1	brenda
EC3.1.1.20	catechin gallate	lactobacillus pentosus	1.48	brenda
EC3.1.1.20	catechin gallate	lactobacillus plantarum	2.41	brenda
EC3.1.1.20	epicatechin gallate	aspergillus oryzae	103.4	brenda
EC3.1.1.20	epicatechin gallate	lactobacillus paraplantarum	11.08	brenda
EC3.1.1.20	epicatechin gallate	lactobacillus pentosus	0.42	brenda
EC3.1.1.20	epicatechin gallate	lactobacillus plantarum	1.49	brenda
EC3.1.1.20	epigallocatechin gallate	aspergillus oryzae	86.1	brenda
EC3.1.1.20	epigallocatechin gallate	lactobacillus paraplantarum	14.29	brenda
EC3.1.1.20	epigallocatechin gallate	lactobacillus pentosus	0.44	brenda
EC3.1.1.20	epigallocatechin gallate	lactobacillus plantarum	1.12	brenda
EC3.1.1.20	epigallocatechin-3-o-(3-o-methyl) gallate	lactobacillus paraplantarum	0.35	brenda
EC3.1.1.20	epigallocatechin-3-o-(3-o-methyl) gallate	lactobacillus pentosus	0.06	brenda
EC3.1.1.20	epigallocatechin-3-o-(3-o-methyl) gallate	lactobacillus plantarum	0.26	brenda
EC3.1.1.20	ethyl gallate	aspergillus oryzae	19	brenda
EC3.1.1.20	gallocatechin gallate	lactobacillus paraplantarum	9.2	brenda
EC3.1.1.20	gallocatechin gallate	lactobacillus pentosus	1.12	brenda
EC3.1.1.20	gallocatechin gallate	lactobacillus plantarum	0.89	brenda
EC3.1.1.20	methyl gallate	aspergillus niger	2611	brenda
EC3.1.1.20	methyl gallate	aspergillus oryzae	70.2	brenda
EC3.1.1.20	methyl gallate	lactobacillus paraplantarum	72.73	brenda
EC3.1.1.20	methyl gallate	lactobacillus pentosus	15.95	brenda
EC3.1.1.20	methyl gallate	lactobacillus plantarum	74	brenda
EC3.1.1.20	propyl gallate	aspergillus oryzae	20.5	brenda
EC3.1.1.22	(r)-3-((r)-3-hydroxybutanoyloxy)2butanoate	paucimonas lemoignei	80	brenda
EC3.1.1.22	(r)-3-((r)-3-hydroxybutanoyloxy)3butanoate	paucimonas lemoignei	22	brenda
EC3.1.1.22	(r)-3-((r)-3-hydroxybutanoyloxy)butanoate	paucimonas lemoignei	1500	brenda
EC3.1.1.23	2-arachidonoylglycerol	rattus norvegicus	0.35	brenda
EC3.1.1.23	4-methylumbelliferyl butyrate	homo sapiens	1.13	brenda
EC3.1.1.23	arachidonoyl-1-thio-glycerol	bacillus sp. (in: bacteria)	2.66	brenda
EC3.1.1.23	prostaglandin d2-g	rattus norvegicus	0.07	brenda
EC3.1.1.23	prostaglandin e2-g	rattus norvegicus	0.16	brenda
EC3.1.1.23	prostaglandin f3alpha-g	rattus norvegicus	0.14	brenda
EC3.1.1.25	3-oxo-decanoyl-l-homoserine lactone	vulcanisaeta moutnovskia	0.47	brenda
EC3.1.1.25	3-oxo-octanoyl-l-homoserine lactone	vulcanisaeta moutnovskia	0.35	brenda
EC3.1.1.25	4-methoxy phenyl acetate	homo sapiens	39	brenda
EC3.1.1.25	5-(thiobutyl)butyrolactone	homo sapiens	116	brenda
EC3.1.1.25	5-butyl-4-methyldihydro-2(3h)-furanone	vulcanisaeta moutnovskia	4.2	brenda
EC3.1.1.25	7-oxo-n-(2-oxotetrahydrofuran-3-yl)nonanamide	sulfolobus acidocaldarius	0.89	brenda
EC3.1.1.25	9-oxo-n-(2-oxotetrahydrofuran-3-yl)undecanamide	sulfolobus acidocaldarius	1.03	brenda
EC3.1.1.25	delta-dodecalactone	vulcanisaeta moutnovskia	28.08	brenda
EC3.1.1.25	delta-nonalactone	homo sapiens	48	brenda
EC3.1.1.25	delta-nonalactone	saccharolobus solfataricus	15.32	brenda
EC3.1.1.25	delta-nonalactone	vulcanisaeta moutnovskia	88.91	brenda
EC3.1.1.25	delta-undecalactone	vulcanisaeta moutnovskia	60.78	brenda
EC3.1.1.25	delta-undecanolactone	saccharolobus solfataricus	12.65	brenda
EC3.1.1.25	delta-valerolactone	homo sapiens	632	brenda
EC3.1.1.25	delta-valerolactone	sulfolobus islandicus	0.43	brenda
EC3.1.1.25	dihydrocoumarin	homo sapiens	152	brenda
EC3.1.1.25	dihydrocoumarin	saccharolobus solfataricus	7.32	brenda
EC3.1.1.25	dodecanoic-1,4-lactone	sulfolobus acidocaldarius	0.53	brenda
EC3.1.1.25	dodecanoic-1,5-lactone	sulfolobus acidocaldarius	3.34	brenda
EC3.1.1.25	dodecanoic-delta-lactone	sulfolobus islandicus	11.09	brenda
EC3.1.1.25	dodecanoic-gamma-lactone	sulfolobus islandicus	1.5	brenda
EC3.1.1.25	epsilon-caprolactone	saccharolobus solfataricus	4.45	brenda
EC3.1.1.25	epsilon-caprolactone	sulfolobus acidocaldarius	15.04	brenda
EC3.1.1.25	epsilon-caprolactone	sulfolobus islandicus	7.27	brenda
EC3.1.1.25	gamma-(r)-caprolactone	vulcanisaeta moutnovskia	3.04	brenda
EC3.1.1.25	gamma-(r)-valerolactone	vulcanisaeta moutnovskia	6.23	brenda
EC3.1.1.25	gamma-(s)-caprolactone	vulcanisaeta moutnovskia	1.89	brenda
EC3.1.1.25	gamma-(s)-valerolactone	vulcanisaeta moutnovskia	2.68	brenda
EC3.1.1.25	gamma-butyrolactone	homo sapiens	111	brenda
EC3.1.1.25	gamma-butyrolactone	sulfolobus islandicus	5.75	brenda
EC3.1.1.25	gamma-butyrolactone	vulcanisaeta moutnovskia	2.79	brenda
EC3.1.1.25	gamma-caprolactone	homo sapiens	44	brenda
EC3.1.1.25	gamma-caprolactone	vulcanisaeta moutnovskia	112.3	brenda
EC3.1.1.25	gamma-dodecalactone	vulcanisaeta moutnovskia	0.16	brenda
EC3.1.1.25	gamma-dodecanoic acid lactone	homo sapiens	26.4	brenda
EC3.1.1.25	gamma-dodecanoic lactone	homo sapiens	101	brenda
EC3.1.1.25	gamma-dodecanolactone	saccharolobus solfataricus	2.72	brenda
EC3.1.1.25	gamma-heptalactone	vulcanisaeta moutnovskia	27.25	brenda
EC3.1.1.25	gamma-heptanolactone	saccharolobus solfataricus	2.92	brenda
EC3.1.1.25	gamma-heptanolide	homo sapiens	34	brenda
EC3.1.1.25	gamma-heptanolide	sulfolobus acidocaldarius	10.25	brenda
EC3.1.1.25	gamma-heptanolide	sulfolobus islandicus	5.9	brenda
EC3.1.1.25	gamma-nonalactone	homo sapiens	31	brenda
EC3.1.1.25	gamma-nonalactone	saccharolobus solfataricus	5.54	brenda
EC3.1.1.25	gamma-nonalactone	vulcanisaeta moutnovskia	44.49	brenda
EC3.1.1.25	gamma-nonanoic acid lactone	homo sapiens	31	brenda
EC3.1.1.25	gamma-undecalactone	vulcanisaeta moutnovskia	8.86	brenda
EC3.1.1.25	gamma-undecanoic acid lactone	homo sapiens	62	brenda
EC3.1.1.25	gamma-undecanoiclactone	homo sapiens	62	brenda
EC3.1.1.25	gamma-undecanolactone	saccharolobus solfataricus	4.95	brenda
EC3.1.1.25	n-(2-oxotetrahydrofuran-3-yl)pentanamide	sulfolobus acidocaldarius	0.94	brenda
EC3.1.1.25	n-(3-oxodecanoyl)-dl-homoserine lactone	sulfolobus islandicus	10.65	brenda
EC3.1.1.25	n-(3-oxodecanoyl)-l-homoserine lactone	saccharolobus solfataricus	4.52	brenda
EC3.1.1.25	n-(3-oxododecanoyl)-dl-homoserine lactone	sulfolobus islandicus	0.39	brenda
EC3.1.1.25	n-(3-oxododecanoyl)-l-homoserine lactone	saccharolobus solfataricus	1.01	brenda
EC3.1.1.25	n-(3-oxohexanoyl)-l-homoserine lactone	saccharolobus solfataricus	0.083	brenda
EC3.1.1.25	n-(3-oxohexanoyl)homoserine lactone	saccharolobus solfataricus	0.041	brenda
EC3.1.1.25	n-(3-oxooctanoyl)-dl-homoserine lactone	sulfolobus islandicus	4.1	brenda
EC3.1.1.25	n-(3-oxooctanoyl)-l-homoserine lactone	saccharolobus solfataricus	0.54	brenda
EC3.1.1.25	n-(3-oxooctanoyl)homoserine lactone	saccharolobus solfataricus	0.42	brenda
EC3.1.1.25	n-dodecanoyl-dl-homoserine lactone	sulfolobus islandicus	1.9	brenda
EC3.1.1.25	n-dodecanoylhomoserine lactone	saccharolobus solfataricus	1.7	brenda
EC3.1.1.25	n-hexanoylhomoserine lactone	saccharolobus solfataricus	0.36	brenda
EC3.1.1.25	n-octanoyl-dl-homoserine lactone	sulfolobus islandicus	0.71	brenda
EC3.1.1.25	n-octanoylhomoserine lactone	saccharolobus solfataricus	1	brenda
EC3.1.1.25	nonanoic-1,4-lactone	sulfolobus acidocaldarius	2.64	brenda
EC3.1.1.25	nonanoic-1,5-lactone	sulfolobus acidocaldarius	4.55	brenda
EC3.1.1.25	nonanoic-delta-lactone	sulfolobus islandicus	51.7	brenda
EC3.1.1.25	nonanoic-gamma-lactone	sulfolobus islandicus	3.1	brenda
EC3.1.1.25	octanoyl-l-homoserine lactone	vulcanisaeta moutnovskia	0.59	brenda
EC3.1.1.25	pantoyl lactone	homo sapiens	11.9	brenda
EC3.1.1.25	paraoxon	saccharolobus solfataricus	12.6	brenda
EC3.1.1.25	undecanoic-1,4-lactone	sulfolobus acidocaldarius	0.34	brenda
EC3.1.1.25	undecanoic-1,5-lactone	sulfolobus acidocaldarius	1.05	brenda
EC3.1.1.25	undecanoic-delta-lactone	sulfolobus islandicus	17.65	brenda
EC3.1.1.25	undecanoic-gamma-lactone	sulfolobus islandicus	2.15	brenda
EC3.1.1.27	4-pyridoxate	mesorhizobium loti	1.4	brenda
EC3.1.1.27	4-pyridoxolactone	mesorhizobium loti	12.2	brenda
EC3.1.1.29	acetyl-his-trna	saccharolobus solfataricus	3.4	brenda
EC3.1.1.29	acetyl-histidyl-trna	saccharolobus solfataricus	3.4	brenda
EC3.1.1.29	acetyl-histidyl-trnahis	saccharolobus solfataricus	3.4	brenda
EC3.1.1.29	dephosphorylated diacyl-lysine-trna	saccharolobus solfataricus	6.08	brenda
EC3.1.1.29	dephosphorylated formyl-methioninyl-trna	saccharolobus solfataricus	3	brenda
EC3.1.1.29	diacetyl-lys-trna	homo sapiens	1.3	brenda
EC3.1.1.29	diacetyl-lys-trnalys	escherichia coli	3.6	brenda
EC3.1.1.29	diacetyl-lys-trnalys	saccharolobus solfataricus	1.8	brenda
EC3.1.1.29	diacetyl-lysine-trna	escherichia coli	3.6	brenda
EC3.1.1.29	diacetyl-lysine-trna	homo sapiens	1.3	brenda
EC3.1.1.29	diacetyl-lysine-trna	saccharolobus solfataricus	1.8	brenda
EC3.1.1.29	diacetyl-lysyl-trnalys	mycobacterium tuberculosis	1.22	brenda
EC3.1.1.29	diacetyl-lysyl-trnalys	saccharolobus solfataricus	1.8	brenda
EC3.1.1.29	formyl-met-trnafmet	saccharolobus solfataricus	3	brenda
EC3.1.1.29	formyl-methionyl-trna	saccharolobus solfataricus	3	brenda
EC3.1.1.29	formyl-methionyl-trnafmet	saccharolobus solfataricus	3	brenda
EC3.1.1.29	n-acetyl-ala-trna(ala)	escherichia coli	11.7	brenda
EC3.1.1.29	n-acetyl-met-trna	escherichia coli	0.7	brenda
EC3.1.1.29	o-hydroxycinnamic acid	saccharolobus solfataricus	3	brenda
EC3.1.1.29	oregon green-methionine-trna	escherichia coli	9.3	brenda
EC3.1.1.3	4-methylumbelliferyl butyrate	penaeus vannamei	200.2	brenda
EC3.1.1.3	4-nitrophenyl acetate	oryza sativa	0.44	brenda
EC3.1.1.3	4-nitrophenyl butanoate	saccharolobus solfataricus	1135	brenda
EC3.1.1.3	4-nitrophenyl butyrate	staphylococcus xylosus	0.061	brenda
EC3.1.1.3	4-nitrophenyl caprate	saccharolobus solfataricus	1576	brenda
EC3.1.1.3	4-nitrophenyl caproate	fervidobacterium changbaicum	22.7	brenda
EC3.1.1.3	4-nitrophenyl laurate	uncultured bacterium	569	brenda
EC3.1.1.3	4-nitrophenyl octanoate	rhizomucor miehei	24.05	brenda
EC3.1.1.3	4-nitrophenyl palmitate	amycolatopsis mediterranei	1468	brenda
EC3.1.1.3	4-nitrophenyl palmitate	aspergillus nidulans	494	brenda
EC3.1.1.3	4-nitrophenyl palmitate	saccharolobus solfataricus	2252	brenda
EC3.1.1.3	eugenol	rhizomucor miehei	0.67	brenda
EC3.1.1.3	olive oil	staphylococcus xylosus	500	brenda
EC3.1.1.3	triacetin	oryza sativa	0.32	brenda
EC3.1.1.3	tributyrin	camelus dromedarius	4333	brenda
EC3.1.1.3	tributyrin	scorpio maurus	5370	brenda
EC3.1.1.3	tributyrin	staphylococcus xylosus	1900	brenda
EC3.1.1.3	trioctanoin	camelus dromedarius	2416	brenda
EC3.1.1.3	triolein	pseudomonas aeruginosa	3000	brenda
EC3.1.1.32	high-density lipoprotein	homo sapiens	1.1	brenda
EC3.1.1.32	phosphatidic acid	streptomyces albidoflavus	630	brenda
